ITEM,AGENCIA,ALMACEN,GRUPO,CLASE,FAMILIA,PRODUCTO,VARIACION,MEDIDA,MODELO,MARCA,TIPO,CANTIDAD TOTAL,CANTIDAD,UNIDAD,TIPO,SERIE/LOTE,SERIE/LOTE ADICIONAL,COSTO S/,VALOR S/,FECHA INGRESO,DIAS ALMACEN
1088,CRAFTOP TINGO MARIA CALLAO,CRAFTOP TINGO MARIA CALLAO,GENERICO,AGRICOLA,GENERADOR,GENERADOR A GASOLINA  GGR5500FA CRAFTOP,A GASOLINA,,GGR5500FA,CRAFTOP,PRODUCTO,10,1,U. MIN,,122021100671,,1808.326028,1808.326028,03-03-2023,437
1089,CRAFTOP TINGO MARIA CALLAO,CRAFTOP TINGO MARIA CALLAO,GENERICO,AGRICOLA,GENERADOR,GENERADOR A GASOLINA 110V (NO VALIDO EN PERU) GGR3500FD CRAFTOP,A GASOLINA,110V (NO VALIDO EN PERU),GGR3500FD,CRAFTOP,PRODUCTO,1,1,U. MIN,,#3 122021010115 (R),,1100,1100,09-11-2023,186
1090,CRAFTOP TINGO MARIA CALLAO,CRAFTOP TINGO MARIA CALLAO,GENERICO,AGRICOLA,HIDROLAVADORA,HIDROLAVADORA 110V (NO VALIDO EN PERU)  EHW8939TR CRAFTOP,110V (NO VALIDO EN PERU),,EHW8939TR,CRAFTOP,PRODUCTO,2,2,U. MIN,,,,436.94,873.88,,
1091,CRAFTOP TINGO MARIA CALLAO,CRAFTOP TINGO MARIA CALLAO,GENERICO,AGRICOLA,HIDROLAVADORA,HIDROLAVADORA A GASOLINA  GHW2900A CRAFTOP,A GASOLINA,,GHW2900A,CRAFTOP,PRODUCTO,1,1,U. MIN,GENERAL,#3 T0580021030019253,,220,220,01-11-2021,924
1092,CRAFTOP TINGO MARIA CALLAO,CRAFTOP TINGO MARIA CALLAO,GENERICO,AGRICOLA,HIDROLAVADORA,HIDROLAVADORA A GASOLINA  GHW3400 CRAFTOP,A GASOLINA,,GHW3400,CRAFTOP,PRODUCTO,1,1,U. MIN,,,,1791.25,1791.25,,
1093,CRAFTOP TINGO MARIA CALLAO,CRAFTOP TINGO MARIA CALLAO,GENERICO,AGRICOLA,HIDROLAVADORA,HIDROLAVADORA A GASOLINA  GHW3400A CRAFTOP,A GASOLINA,,GHW3400A,CRAFTOP,PRODUCTO,2,1,U. MIN,,072021080245,,1450.814,1450.814,05-05-2023,374
1094,CRAFTOP TINGO MARIA CALLAO,CRAFTOP TINGO MARIA CALLAO,GENERICO,AGRICOLA,HIDROLAVADORA,HIDROLAVADORA A GASOLINA  GHW3400A CRAFTOP,A GASOLINA,,GHW3400A,CRAFTOP,PRODUCTO,2,1,U. MIN,,072021080235,,1450.814,1450.814,05-05-2023,374
1095,CRAFTOP TINGO MARIA CALLAO,CRAFTOP TINGO MARIA CALLAO,GENERICO,AGRICOLA,HIDROLAVADORA,HIDROLAVADORA ELECTRICA 220V  EHW3135T CRAFTOP,ELECTRICA 220V,,EHW3135T,CRAFTOP,PRODUCTO,6,1,U. MIN,,072021080155,,249.635198,249.635198,20-02-2023,448
1096,CRAFTOP TINGO MARIA CALLAO,CRAFTOP TINGO MARIA CALLAO,GENERICO,AGRICOLA,HIDROLAVADORA,HIDROLAVADORA ELECTRICA 220V  EHW3135T CRAFTOP,ELECTRICA 220V,,EHW3135T,CRAFTOP,PRODUCTO,6,1,U. MIN,,072021080114,,249.635198,249.635198,20-02-2023,448
1097,CRAFTOP TINGO MARIA CALLAO,CRAFTOP TINGO MARIA CALLAO,GENERICO,AGRICOLA,HIDROLAVADORA,HIDROLAVADORA ELECTRICA 220V  EHW3135T CRAFTOP,ELECTRICA 220V,,EHW3135T,CRAFTOP,PRODUCTO,6,1,U. MIN,,072021080105,,249.635198,249.635198,20-02-2023,448
1098,CRAFTOP TINGO MARIA CALLAO,CRAFTOP TINGO MARIA CALLAO,GENERICO,AGRICOLA,HIDROLAVADORA,HIDROLAVADORA ELECTRICA 220V  EHW3135T CRAFTOP,ELECTRICA 220V,,EHW3135T,CRAFTOP,PRODUCTO,6,1,U. MIN,,072021080122,,249.635198,249.635198,25-04-2022,749
1099,CRAFTOP TINGO MARIA CALLAO,CRAFTOP TINGO MARIA CALLAO,GENERICO,AGRICOLA,HIDROLAVADORA,HIDROLAVADORA ELECTRICA 220V  EHW3135T CRAFTOP,ELECTRICA 220V,,EHW3135T,CRAFTOP,PRODUCTO,6,1,U. MIN,,072021080137,,249.635198,249.635198,23-04-2022,751
1100,CRAFTOP TINGO MARIA CALLAO,CRAFTOP TINGO MARIA CALLAO,GENERICO,AGRICOLA,HIDROLAVADORA,HIDROLAVADORA ELECTRICA 220V  EHW3135T CRAFTOP,ELECTRICA 220V,,EHW3135T,CRAFTOP,PRODUCTO,6,1,U. MIN,,072021080139,,249.635198,249.635198,25-04-2022,749
1101,CRAFTOP TINGO MARIA CALLAO,CRAFTOP TINGO MARIA CALLAO,GENERICO,AGRICOLA,HIDROLAVADORA,HIDROLAVADORA ELECTRICA 220V  EHW5239T CRAFTOP,ELECTRICA 220V,,EHW5239T,CRAFTOP,PRODUCTO,7,1,U. MIN,,072021080414,,370.055077,370.055077,25-04-2022,749
1102,CRAFTOP TINGO MARIA CALLAO,CRAFTOP TINGO MARIA CALLAO,GENERICO,AGRICOLA,HIDROLAVADORA,HIDROLAVADORA ELECTRICA 220V  EHW5239T CRAFTOP,ELECTRICA 220V,,EHW5239T,CRAFTOP,PRODUCTO,7,1,U. MIN,,072021080428,,370.055077,370.055077,20-02-2023,448
1103,CRAFTOP TINGO MARIA CALLAO,CRAFTOP TINGO MARIA CALLAO,GENERICO,AGRICOLA,HIDROLAVADORA,HIDROLAVADORA ELECTRICA 220V  EHW5239T CRAFTOP,ELECTRICA 220V,,EHW5239T,CRAFTOP,PRODUCTO,7,1,U. MIN,,072021080387,,370.055077,370.055077,25-04-2022,749
1104,CRAFTOP TINGO MARIA CALLAO,CRAFTOP TINGO MARIA CALLAO,GENERICO,AGRICOLA,HIDROLAVADORA,HIDROLAVADORA ELECTRICA 220V  EHW5239T CRAFTOP,ELECTRICA 220V,,EHW5239T,CRAFTOP,PRODUCTO,7,1,U. MIN,,072021080486,,370.055077,370.055077,25-04-2022,749
1105,CRAFTOP TINGO MARIA CALLAO,CRAFTOP TINGO MARIA CALLAO,GENERICO,AGRICOLA,HIDROLAVADORA,HIDROLAVADORA ELECTRICA 220V  EHW5239T CRAFTOP,ELECTRICA 220V,,EHW5239T,CRAFTOP,PRODUCTO,7,1,U. MIN,,072021080461,,370.055077,370.055077,20-02-2023,448
1106,CRAFTOP TINGO MARIA CALLAO,CRAFTOP TINGO MARIA CALLAO,GENERICO,AGRICOLA,HIDROLAVADORA,HIDROLAVADORA ELECTRICA 220V  EHW5239T CRAFTOP,ELECTRICA 220V,,EHW5239T,CRAFTOP,PRODUCTO,7,1,U. MIN,,072021080455,,370.055077,370.055077,23-04-2022,751
1107,CRAFTOP TINGO MARIA CALLAO,CRAFTOP TINGO MARIA CALLAO,GENERICO,AGRICOLA,HIDROLAVADORA,HIDROLAVADORA ELECTRICA 220V  EHW5239T CRAFTOP,ELECTRICA 220V,,EHW5239T,CRAFTOP,PRODUCTO,7,1,U. MIN,,072021080479,,370.055077,370.055077,20-02-2023,448
1108,CRAFTOP TINGO MARIA CALLAO,CRAFTOP TINGO MARIA CALLAO,GENERICO,AGRICOLA,HIDROLAVADORA,HIDROLAVADORA ELECTRICA 220V  EHW8939TR CRAFTOP,ELECTRICA 220V,,EHW8939TR,CRAFTOP,PRODUCTO,8,1,U. MIN,,072021080768,,514.730738,514.730738,02-12-2023,163
1109,CRAFTOP TINGO MARIA CALLAO,CRAFTOP TINGO MARIA CALLAO,GENERICO,AGRICOLA,HIDROLAVADORA,HIDROLAVADORA ELECTRICA 220V  EHW8939TR CRAFTOP,ELECTRICA 220V,,EHW8939TR,CRAFTOP,PRODUCTO,8,1,U. MIN,,072021080743,,514.730738,514.730738,02-12-2023,163
1110,CRAFTOP TINGO MARIA CALLAO,CRAFTOP TINGO MARIA CALLAO,GENERICO,AGRICOLA,HIDROLAVADORA,HIDROLAVADORA ELECTRICA 220V  EHW8939TR CRAFTOP,ELECTRICA 220V,,EHW8939TR,CRAFTOP,PRODUCTO,8,1,U. MIN,,072021080762,,514.730738,514.730738,02-10-2023,224
1111,CRAFTOP TINGO MARIA CALLAO,CRAFTOP TINGO MARIA CALLAO,GENERICO,AGRICOLA,HIDROLAVADORA,HIDROLAVADORA ELECTRICA 220V  EHW8939TR CRAFTOP,ELECTRICA 220V,,EHW8939TR,CRAFTOP,PRODUCTO,8,1,U. MIN,,072021080777,,514.730738,514.730738,11-10-2022,580
1112,CRAFTOP TINGO MARIA CALLAO,CRAFTOP TINGO MARIA CALLAO,GENERICO,AGRICOLA,HIDROLAVADORA,HIDROLAVADORA ELECTRICA 220V  EHW8939TR CRAFTOP,ELECTRICA 220V,,EHW8939TR,CRAFTOP,PRODUCTO,8,1,U. MIN,,072021080795,,514.730738,514.730738,02-12-2023,163
1113,CRAFTOP TINGO MARIA CALLAO,CRAFTOP TINGO MARIA CALLAO,GENERICO,AGRICOLA,HIDROLAVADORA,HIDROLAVADORA ELECTRICA 220V  EHW8939TR CRAFTOP,ELECTRICA 220V,,EHW8939TR,CRAFTOP,PRODUCTO,8,1,U. MIN,,072021080834,,514.730738,514.730738,20-02-2023,448
1114,CRAFTOP TINGO MARIA CALLAO,CRAFTOP TINGO MARIA CALLAO,GENERICO,AGRICOLA,HIDROLAVADORA,HIDROLAVADORA ELECTRICA 220V  EHW8939TR CRAFTOP,ELECTRICA 220V,,EHW8939TR,CRAFTOP,PRODUCTO,8,1,U. MIN,,072021080837,,514.730738,514.730738,23-04-2022,751
1115,CRAFTOP TINGO MARIA CALLAO,CRAFTOP TINGO MARIA CALLAO,GENERICO,AGRICOLA,HIDROLAVADORA,HIDROLAVADORA ELECTRICA 220V  EHW8939TR CRAFTOP,ELECTRICA 220V,,EHW8939TR,CRAFTOP,PRODUCTO,8,1,U. MIN,,072021080844,,514.730738,514.730738,07-11-2023,188
1116,CRAFTOP TINGO MARIA CALLAO,CRAFTOP TINGO MARIA CALLAO,GENERICO,AGRICOLA,MOTOBOMBA,MOTOBOMBA A GASOLINA  GWP20 CRAFTOP,A GASOLINA,,GWP20,CRAFTOP,PRODUCTO,1,1,U. MIN,GENERAL,#9 112020110103,,581.334829,581.334829,01-04-2023,408
1117,CRAFTOP TINGO MARIA CALLAO,CRAFTOP TINGO MARIA CALLAO,GENERICO,AGRICOLA,MOTOBOMBA,MOTOBOMBA A GASOLINA  GWP30 CRAFTOP,A GASOLINA,,GWP30,CRAFTOP,PRODUCTO,16,1,U. MIN,GENERAL,#9 112020110369,,437.362397,437.362397,03-03-2023,437
1118,CRAFTOP TINGO MARIA CALLAO,CRAFTOP TINGO MARIA CALLAO,GENERICO,AGRICOLA,MOTOBOMBA,MOTOBOMBA A GASOLINA  GWP30 CRAFTOP,A GASOLINA,,GWP30,CRAFTOP,PRODUCTO,16,1,U. MIN,GENERAL,#1 112019060389,,437.362397,437.362397,03-03-2023,437
1119,CRAFTOP TINGO MARIA CALLAO,CRAFTOP TINGO MARIA CALLAO,GENERICO,AGRICOLA,MOTOBOMBA,MOTOBOMBA A GASOLINA  GWP30 CRAFTOP,A GASOLINA,,GWP30,CRAFTOP,PRODUCTO,16,1,U. MIN,GENERAL,#13 112020110356,,437.362397,437.362397,03-03-2023,437
1120,CRAFTOP TINGO MARIA CALLAO,CRAFTOP TINGO MARIA CALLAO,GENERICO,AGRICOLA,MOTOBOMBA,MOTOBOMBA A GASOLINA  GWP30 CRAFTOP,A GASOLINA,,GWP30,CRAFTOP,PRODUCTO,16,1,U. MIN,GENERAL,#12 112019060433,,437.362397,437.362397,03-03-2023,437
1121,CRAFTOP TINGO MARIA CALLAO,CRAFTOP TINGO MARIA CALLAO,GENERICO,AGRICOLA,MOTOBOMBA,MOTOBOMBA A GASOLINA  GWP30 CRAFTOP,A GASOLINA,,GWP30,CRAFTOP,PRODUCTO,16,1,U. MIN,GENERAL,#24 112019060426,,437.362397,437.362397,08-04-2022,766
1122,CRAFTOP TINGO MARIA CALLAO,CRAFTOP TINGO MARIA CALLAO,GENERICO,AGRICOLA,MOTOBOMBA,MOTOBOMBA A GASOLINA  GWP30 CRAFTOP,A GASOLINA,,GWP30,CRAFTOP,PRODUCTO,16,1,U. MIN,GENERAL,#8 112019060240,,437.362397,437.362397,03-03-2023,437
1123,CRAFTOP TINGO MARIA CALLAO,CRAFTOP TINGO MARIA CALLAO,GENERICO,AGRICOLA,MOTOBOMBA,MOTOBOMBA A GASOLINA  GWP30 CRAFTOP,A GASOLINA,,GWP30,CRAFTOP,PRODUCTO,16,1,U. MIN,GENERAL,#11 112019060231,,437.362397,437.362397,03-03-2023,437
1124,CRAFTOP TINGO MARIA CALLAO,CRAFTOP TINGO MARIA CALLAO,GENERICO,AGRICOLA,MOTOBOMBA,MOTOBOMBA A GASOLINA  GWP30 CRAFTOP,A GASOLINA,,GWP30,CRAFTOP,PRODUCTO,16,1,U. MIN,GENERAL,#2 112019060359,,437.362397,437.362397,03-03-2023,437
1125,CRAFTOP TINGO MARIA CALLAO,CRAFTOP TINGO MARIA CALLAO,GENERICO,AGRICOLA,MOTOBOMBA,MOTOBOMBA A GASOLINA  GWP30 CRAFTOP,A GASOLINA,,GWP30,CRAFTOP,PRODUCTO,16,1,U. MIN,GENERAL,#23 112020110242,,437.362397,437.362397,03-03-2023,437
1126,CRAFTOP TINGO MARIA CALLAO,CRAFTOP TINGO MARIA CALLAO,GENERICO,AGRICOLA,MOTOBOMBA,MOTOBOMBA A GASOLINA  GWP30 CRAFTOP,A GASOLINA,,GWP30,CRAFTOP,PRODUCTO,16,1,U. MIN,GENERAL,#29 112019060279,,437.362397,437.362397,17-03-2023,423
1127,CRAFTOP TINGO MARIA CALLAO,CRAFTOP TINGO MARIA CALLAO,GENERICO,AGRICOLA,MOTOBOMBA,MOTOBOMBA A GASOLINA  GWP30 CRAFTOP,A GASOLINA,,GWP30,CRAFTOP,PRODUCTO,16,1,U. MIN,GENERAL,#22 112020110391,,437.362397,437.362397,27-09-2021,959
1128,CRAFTOP TINGO MARIA CALLAO,CRAFTOP TINGO MARIA CALLAO,GENERICO,AGRICOLA,MOTOBOMBA,MOTOBOMBA A GASOLINA  GWP30 CRAFTOP,A GASOLINA,,GWP30,CRAFTOP,PRODUCTO,16,1,U. MIN,GENERAL,#5 112019060436,,437.362397,437.362397,03-03-2023,437
1129,CRAFTOP TINGO MARIA CALLAO,CRAFTOP TINGO MARIA CALLAO,GENERICO,AGRICOLA,MOTOBOMBA,MOTOBOMBA A GASOLINA  GWP30 CRAFTOP,A GASOLINA,,GWP30,CRAFTOP,PRODUCTO,16,1,U. MIN,GENERAL,#10 112019060349,,437.362397,437.362397,03-03-2023,437
1130,CRAFTOP TINGO MARIA CALLAO,CRAFTOP TINGO MARIA CALLAO,GENERICO,AGRICOLA,MOTOBOMBA,MOTOBOMBA A GASOLINA  GWP30 CRAFTOP,A GASOLINA,,GWP30,CRAFTOP,PRODUCTO,16,1,U. MIN,GENERAL,#17 112019060397,,437.362397,437.362397,03-03-2023,437
1131,CRAFTOP TINGO MARIA CALLAO,CRAFTOP TINGO MARIA CALLAO,GENERICO,AGRICOLA,MOTOBOMBA,MOTOBOMBA A GASOLINA  GWP30 CRAFTOP,A GASOLINA,,GWP30,CRAFTOP,PRODUCTO,16,1,U. MIN,GENERAL,#17 112020110366,,437.362397,437.362397,19-11-2021,906
1132,CRAFTOP TINGO MARIA CALLAO,CRAFTOP TINGO MARIA CALLAO,GENERICO,AGRICOLA,MOTOBOMBA,MOTOBOMBA A GASOLINA  GWP30 CRAFTOP,A GASOLINA,,GWP30,CRAFTOP,PRODUCTO,16,1,U. MIN,GENERAL,#28 112019060401,,437.362397,437.362397,08-04-2022,766
1133,CRAFTOP TINGO MARIA CALLAO,CRAFTOP TINGO MARIA CALLAO,GENERICO,AGRICOLA,MOTOR,MOTOR A GASOLINA  GE200 CRAFTOP,A GASOLINA,,GE200,CRAFTOP,PRODUCTO,7,1,U. MIN,GENERAL,#25 102020010469,,366.591091,366.591091,14-06-2023,334
1134,CRAFTOP TINGO MARIA CALLAO,CRAFTOP TINGO MARIA CALLAO,GENERICO,AGRICOLA,MOTOR,MOTOR A GASOLINA  GE200 CRAFTOP,A GASOLINA,,GE200,CRAFTOP,PRODUCTO,7,1,U. MIN,GENERAL,#60 102020010410,,366.591091,366.591091,25-09-2023,231
1135,CRAFTOP TINGO MARIA CALLAO,CRAFTOP TINGO MARIA CALLAO,GENERICO,AGRICOLA,MOTOR,MOTOR A GASOLINA  GE200 CRAFTOP,A GASOLINA,,GE200,CRAFTOP,PRODUCTO,7,1,U. MIN,"GENERAL
",#44 102021030161,,366.591091,366.591091,03-03-2023,437
1136,CRAFTOP TINGO MARIA CALLAO,CRAFTOP TINGO MARIA CALLAO,GENERICO,AGRICOLA,MOTOR,MOTOR A GASOLINA  GE200 CRAFTOP,A GASOLINA,,GE200,CRAFTOP,PRODUCTO,7,1,U. MIN,GENERAL,#46 102021030014,,366.591091,366.591091,25-09-2023,231
1137,CRAFTOP TINGO MARIA CALLAO,CRAFTOP TINGO MARIA CALLAO,GENERICO,AGRICOLA,MOTOR,MOTOR A GASOLINA  GE200 CRAFTOP,A GASOLINA,,GE200,CRAFTOP,PRODUCTO,7,1,U. MIN,GENERAL,#10 102021030054,,366.591091,366.591091,25-09-2023,231
1138,CRAFTOP TINGO MARIA CALLAO,CRAFTOP TINGO MARIA CALLAO,GENERICO,AGRICOLA,MOTOR,MOTOR A GASOLINA  GE200 CRAFTOP,A GASOLINA,,GE200,CRAFTOP,PRODUCTO,7,1,U. MIN,GENERAL,#77 102021030194,,366.591091,366.591091,25-09-2023,231
1139,CRAFTOP TINGO MARIA CALLAO,CRAFTOP TINGO MARIA CALLAO,GENERICO,AGRICOLA,MOTOR,MOTOR A GASOLINA  GE200 CRAFTOP,A GASOLINA,,GE200,CRAFTOP,PRODUCTO,7,1,U. MIN,GENERAL,#71 102021030056,,366.591091,366.591091,25-09-2023,231
1140,CRAFTOP TINGO MARIA CALLAO,CRAFTOP TINGO MARIA CALLAO,GENERICO,AGRICOLA,MOTOR,MOTOR A GASOLINA / MANUAL  GE270 CRAFTOP,A GASOLINA / MANUAL,,GE270,CRAFTOP,PRODUCTO,2,1,U. MIN,,102022040066,,692.965,692.965,17-03-2023,423
1141,CRAFTOP TINGO MARIA CALLAO,CRAFTOP TINGO MARIA CALLAO,GENERICO,AGRICOLA,MOTOR,MOTOR A GASOLINA / MANUAL  GE270 CRAFTOP,A GASOLINA / MANUAL,,GE270,CRAFTOP,PRODUCTO,2,1,U. MIN,,102022040069,,692.965,692.965,23-12-2023,142
1142,CRAFTOP TINGO MARIA CALLAO,CRAFTOP TINGO MARIA CALLAO,GENERICO,AGRICOLA,MOTOR,MOTOR A GASOLINA / MANUAL  GE420 CRAFTOP,A GASOLINA / MANUAL,,GE420,CRAFTOP,PRODUCTO,1,1,U. MIN,,102022040463,,734.974,734.974,23-12-2023,142
1143,CRAFTOP TINGO MARIA CALLAO,CRAFTOP TINGO MARIA CALLAO,GENERICO,AGRICOLA,MOTOR,MOTOR DIESEL  DE188FA CRAFTOP,DIESEL,,DE188FA,CRAFTOP,PRODUCTO,1,1,U. MIN,,8KDFA01000940,,1119.296,1119.296,12-09-2023,244
1144,CRAFTOP TINGO MARIA CALLAO,CRAFTOP TINGO MARIA CALLAO,GENERICO,AGRICOLA,MOTOR,MOTOR GE270  9HP +COLA PEQUE PEQUE   CRAFTOP,GE270  9HP +COLA PEQUE PEQUE,,,CRAFTOP,PRODUCTO,1,1,U. MIN,,102022040067 (R),,1145,1145,31-08-2023,256
1145,CRAFTOP TINGO MARIA CALLAO,CRAFTOP TINGO MARIA CALLAO,GENERICO,AGRICOLA,MOTOR,MOTOR TRAGASOLIDOS  GE270 CRAFTOP,TRAGASOLIDOS,,GE270,CRAFTOP,PRODUCTO,1,1,U. MIN,,102022040111(R),,1020,1020,13-09-2023,243
1146,CRAFTOP TINGO MARIA CALLAO,CRAFTOP TINGO MARIA CALLAO,GENERICO,AGRICOLA,MOTOSIERRA,"MOTOSIERRA  12"" NT2500 CRAFTOP",,"12""",NT2500,CRAFTOP,PRODUCTO,1,1,U. MIN,,012021070172,,289.937759,289.937759,13-05-2024,0
1147,CRAFTOP TINGO MARIA CALLAO,CRAFTOP TINGO MARIA CALLAO,GENERICO,AGRICOLA,MOTOSIERRA,"MOTOSIERRA  18"" NT4560 CRAFTOP",,"18""",NT4560,CRAFTOP,PRODUCTO,2,1,U. MIN,,210539319,,309.801372,309.801372,01-12-2022,529
1148,CRAFTOP TINGO MARIA CALLAO,CRAFTOP TINGO MARIA CALLAO,GENERICO,AGRICOLA,MOTOSIERRA,"MOTOSIERRA  18"" NT4560 CRAFTOP",,"18""",NT4560,CRAFTOP,PRODUCTO,2,1,U. MIN,GENERAL,#8 210539697,,309.801372,309.801372,30-04-2022,744
1149,CRAFTOP TINGO MARIA CALLAO,CRAFTOP TINGO MARIA CALLAO,GENERICO,AGRICOLA,MOTOSIERRA,"MOTOSIERRA  20"" NT5260 CRAFTOP",,"20""",NT5260,CRAFTOP,PRODUCTO,1,1,U. MIN,GENERAL,#9 210529539,,418.805498,418.805498,17-04-2023,392
1150,CRAFTOP TINGO MARIA CALLAO,CRAFTOP TINGO MARIA CALLAO,GENERICO,AGRICOLA,MOTOSIERRA,"MOTOSIERRA  22"" NT5860 CRAFTOP",,"22""",NT5860,CRAFTOP,PRODUCTO,14,1,U. MIN,GENERAL,#46 210530436,,372.529529,372.529529,23-02-2023,445
1151,CRAFTOP TINGO MARIA CALLAO,CRAFTOP TINGO MARIA CALLAO,GENERICO,AGRICOLA,MOTOSIERRA,"MOTOSIERRA  22"" NT5860 CRAFTOP",,"22""",NT5860,CRAFTOP,PRODUCTO,14,1,U. MIN,GENERAL,#93 210530184,,372.529529,372.529529,27-09-2021,959
1152,CRAFTOP TINGO MARIA CALLAO,CRAFTOP TINGO MARIA CALLAO,GENERICO,AGRICOLA,MOTOSIERRA,"MOTOSIERRA  22"" NT5860 CRAFTOP",,"22""",NT5860,CRAFTOP,PRODUCTO,14,1,U. MIN,GENERAL,#18 210424992,,372.529529,372.529529,23-02-2023,445
1153,CRAFTOP TINGO MARIA CALLAO,CRAFTOP TINGO MARIA CALLAO,GENERICO,AGRICOLA,MOTOSIERRA,"MOTOSIERRA  22"" NT5860 CRAFTOP",,"22""",NT5860,CRAFTOP,PRODUCTO,14,1,U. MIN,GENERAL,#245 210530302,,372.529529,372.529529,23-02-2023,445
1154,CRAFTOP TINGO MARIA CALLAO,CRAFTOP TINGO MARIA CALLAO,GENERICO,AGRICOLA,MOTOSIERRA,"MOTOSIERRA  22"" NT5860 CRAFTOP",,"22""",NT5860,CRAFTOP,PRODUCTO,14,1,U. MIN,GENERAL,#111 210530428,,372.529529,372.529529,19-11-2021,906
1155,CRAFTOP TINGO MARIA CALLAO,CRAFTOP TINGO MARIA CALLAO,GENERICO,AGRICOLA,MOTOSIERRA,"MOTOSIERRA  22"" NT5860 CRAFTOP",,"22""",NT5860,CRAFTOP,PRODUCTO,14,1,U. MIN,GENERAL,#119 210529751,,372.529529,372.529529,19-11-2021,906
1156,CRAFTOP TINGO MARIA CALLAO,CRAFTOP TINGO MARIA CALLAO,GENERICO,AGRICOLA,MOTOSIERRA,"MOTOSIERRA  22"" NT5860 CRAFTOP",,"22""",NT5860,CRAFTOP,PRODUCTO,14,1,U. MIN,GENERAL,#33 210425435,,372.529529,372.529529,23-02-2023,445
1157,CRAFTOP TINGO MARIA CALLAO,CRAFTOP TINGO MARIA CALLAO,GENERICO,AGRICOLA,MOTOSIERRA,"MOTOSIERRA  22"" NT5860 CRAFTOP",,"22""",NT5860,CRAFTOP,PRODUCTO,14,1,U. MIN,GENERAL,#8 210425382,,372.529529,372.529529,23-02-2023,445
1158,CRAFTOP TINGO MARIA CALLAO,CRAFTOP TINGO MARIA CALLAO,GENERICO,AGRICOLA,MOTOSIERRA,"MOTOSIERRA  22"" NT5860 CRAFTOP",,"22""",NT5860,CRAFTOP,PRODUCTO,14,1,U. MIN,GENERAL,#43 210425073,,372.529529,372.529529,23-02-2023,445
1159,CRAFTOP TINGO MARIA CALLAO,CRAFTOP TINGO MARIA CALLAO,GENERICO,AGRICOLA,MOTOSIERRA,"MOTOSIERRA  22"" NT5860 CRAFTOP",,"22""",NT5860,CRAFTOP,PRODUCTO,14,1,U. MIN,GENERAL,#17 210530347,,372.529529,372.529529,23-02-2023,445
1160,CRAFTOP TINGO MARIA CALLAO,CRAFTOP TINGO MARIA CALLAO,GENERICO,AGRICOLA,MOTOSIERRA,"MOTOSIERRA  22"" NT5860 CRAFTOP",,"22""",NT5860,CRAFTOP,PRODUCTO,14,1,U. MIN,GENERAL,#147 210530131,,372.529529,372.529529,08-04-2022,766
1161,CRAFTOP TINGO MARIA CALLAO,CRAFTOP TINGO MARIA CALLAO,GENERICO,AGRICOLA,MOTOSIERRA,"MOTOSIERRA  22"" NT5860 CRAFTOP",,"22""",NT5860,CRAFTOP,PRODUCTO,14,1,U. MIN,GENERAL,#203 210425263,,372.529529,372.529529,23-02-2023,445
1162,CRAFTOP TINGO MARIA CALLAO,CRAFTOP TINGO MARIA CALLAO,GENERICO,AGRICOLA,MOTOSIERRA,"MOTOSIERRA  22"" NT5860 CRAFTOP",,"22""",NT5860,CRAFTOP,PRODUCTO,14,1,U. MIN,GENERAL,#64 210425006,,372.529529,372.529529,23-02-2023,445
1163,CRAFTOP TINGO MARIA CALLAO,CRAFTOP TINGO MARIA CALLAO,GENERICO,AGRICOLA,MOTOSIERRA,"MOTOSIERRA  22"" NT5860 CRAFTOP",,"22""",NT5860,CRAFTOP,PRODUCTO,14,1,U. MIN,GENERAL,#49 210425603,,372.529529,372.529529,23-02-2023,445
1164,CRAFTOP TINGO MARIA CALLAO,CRAFTOP TINGO MARIA CALLAO,GENERICO,AGRICOLA,MOTOSIERRA,"MOTOSIERRA  24"" NT6020 CRAFTOP",,"24""",NT6020,CRAFTOP,PRODUCTO,1,1,U. MIN,GENERAL,#33 210321974,,486.313568,486.313568,27-09-2021,959
1165,CRAFTOP TINGO MARIA CALLAO,CRAFTOP TINGO MARIA CALLAO,GENERICO,AGRICOLA,MOTOSIERRA,"MOTOSIERRA  36"" NT9260 CRAFTOP",,"36""",NT9260,CRAFTOP,PRODUCTO,3,1,U. MIN,,SIN SERIE(DEMO),,679.05,679.05,20-09-2023,236
1166,CRAFTOP TINGO MARIA CALLAO,CRAFTOP TINGO MARIA CALLAO,GENERICO,AGRICOLA,MOTOSIERRA,"MOTOSIERRA  36"" NT9260 CRAFTOP",,"36""",NT9260,CRAFTOP,PRODUCTO,3,1,U. MIN,,220524042,,679.05,679.05,02-10-2023,224
1167,CRAFTOP TINGO MARIA CALLAO,CRAFTOP TINGO MARIA CALLAO,GENERICO,AGRICOLA,MOTOSIERRA,"MOTOSIERRA  36"" NT9260 CRAFTOP",,"36""",NT9260,CRAFTOP,PRODUCTO,3,1,U. MIN,,220524224,,679.05,679.05,13-11-2023,182
1168,CRAFTOP TINGO MARIA CALLAO,CRAFTOP TINGO MARIA CALLAO,GENERICO,AGRICOLA,MOTOSIERRA,"MOTOSIERRA 24""  NT6260 CRAFTOP","24""",,NT6260,CRAFTOP,PRODUCTO,1,1,U. MIN,GENERAL,#117 201137067,,722.42,722.42,30-09-2021,956
