ITEM,AGENCIA,ALMACEN,GRUPO,CLASE,FAMILIA,PRODUCTO,VARIACION,MEDIDA,MODELO,MARCA,TIPO,CANTIDAD TOTAL,CANTIDAD,UNIDAD,TIPO,SERIE/LOTE,SERIE/LOTE ADICIONAL,COSTO S/,VALOR S/,FECHA INGRESO,DIAS ALMACEN
1169,CRAFTOP TINGO MARIA CALLAO,CRAFTOP TINGO MARIA CALLAO,GENERICO,AGRICOLA,MOTOSIERRA,"MOTOSIERRA 28""  NT6260 CRAFTOP","28""",,NT6260,CRAFTOP,PRODUCTO,2,1,U. MIN,,#33 210538703,,760.004,760.004,23-02-2023,445
1170,CRAFTOP TINGO MARIA CALLAO,CRAFTOP TINGO MARIA CALLAO,GENERICO,AGRICOLA,MOTOSIERRA,"MOTOSIERRA 28""  NT6260 CRAFTOP","28""",,NT6260,CRAFTOP,PRODUCTO,2,1,U. MIN,,#14 210539025,,760.004,760.004,23-02-2023,445
1171,CRAFTOP TINGO MARIA CALLAO,CRAFTOP TINGO MARIA CALLAO,GENERICO,AGRICOLA,PODADORA,PODADORA DE ALTURA  NTPS260D CRAFTOP,DE ALTURA,,NTPS260D,CRAFTOP,PRODUCTO,5,1,U. MIN,GENERAL,#8 162021020090,,854.295002,854.295002,17-04-2023,392
1172,CRAFTOP TINGO MARIA CALLAO,CRAFTOP TINGO MARIA CALLAO,GENERICO,AGRICOLA,PODADORA,PODADORA DE ALTURA  NTPS260D CRAFTOP,DE ALTURA,,NTPS260D,CRAFTOP,PRODUCTO,5,1,U. MIN,GENERAL,#1 162021020163,,854.295002,854.295002,08-04-2022,766
1173,CRAFTOP TINGO MARIA CALLAO,CRAFTOP TINGO MARIA CALLAO,GENERICO,AGRICOLA,PODADORA,PODADORA DE ALTURA  NTPS260D CRAFTOP,DE ALTURA,,NTPS260D,CRAFTOP,PRODUCTO,5,1,U. MIN,,#8 1620220150(162021020150),,854.295002,854.295002,18-01-2022,846
1174,CRAFTOP TINGO MARIA CALLAO,CRAFTOP TINGO MARIA CALLAO,GENERICO,AGRICOLA,PODADORA,PODADORA DE ALTURA  NTPS260D CRAFTOP,DE ALTURA,,NTPS260D,CRAFTOP,PRODUCTO,5,1,U. MIN,GENERAL,#27 1620220021 (#27 162021020021),,854.295002,854.295002,08-10-2021,948
1175,CRAFTOP TINGO MARIA CALLAO,CRAFTOP TINGO MARIA CALLAO,GENERICO,AGRICOLA,PODADORA,PODADORA DE ALTURA  NTPS260D CRAFTOP,DE ALTURA,,NTPS260D,CRAFTOP,PRODUCTO,5,1,U. MIN,GENERAL,#13 162021020078,,854.295002,854.295002,17-04-2023,392
1176,CRAFTOP TINGO MARIA CALLAO,CRAFTOP TINGO MARIA CALLAO,GENERICO,AGRICOLA,PULVERIZADOR,PULVERIZADOR   GMD420 CRAFTOP,,,GMD420,CRAFTOP,PRODUCTO,39,1,U. MIN,GENERAL,#19 082021020490,,635.475883,635.475883,30-09-2021,956
1177,CRAFTOP TINGO MARIA CALLAO,CRAFTOP TINGO MARIA CALLAO,GENERICO,AGRICOLA,PULVERIZADOR,PULVERIZADOR   GMD420 CRAFTOP,,,GMD420,CRAFTOP,PRODUCTO,39,1,U. MIN,GENERAL,#6 082020080285,,635.475883,635.475883,19-11-2021,906
1178,CRAFTOP TINGO MARIA CALLAO,CRAFTOP TINGO MARIA CALLAO,GENERICO,AGRICOLA,PULVERIZADOR,PULVERIZADOR   GMD420 CRAFTOP,,,GMD420,CRAFTOP,PRODUCTO,39,1,U. MIN,GENERAL,#18 082021020088,,635.475883,635.475883,08-04-2022,766
1179,CRAFTOP TINGO MARIA CALLAO,CRAFTOP TINGO MARIA CALLAO,GENERICO,AGRICOLA,PULVERIZADOR,PULVERIZADOR   GMD420 CRAFTOP,,,GMD420,CRAFTOP,PRODUCTO,39,1,U. MIN,GENERAL,#59 082021020199,,635.475883,635.475883,12-04-2022,762
1180,CRAFTOP TINGO MARIA CALLAO,CRAFTOP TINGO MARIA CALLAO,GENERICO,AGRICOLA,PULVERIZADOR,PULVERIZADOR   GMD420 CRAFTOP,,,GMD420,CRAFTOP,PRODUCTO,39,1,U. MIN,GENERAL,#58 082021020008,,635.475883,635.475883,12-04-2022,762
1181,CRAFTOP TINGO MARIA CALLAO,CRAFTOP TINGO MARIA CALLAO,GENERICO,AGRICOLA,PULVERIZADOR,PULVERIZADOR   GMD420 CRAFTOP,,,GMD420,CRAFTOP,PRODUCTO,39,1,U. MIN,GENERAL,#57 082021020242,,635.475883,635.475883,14-04-2022,760
1182,CRAFTOP TINGO MARIA CALLAO,CRAFTOP TINGO MARIA CALLAO,GENERICO,AGRICOLA,PULVERIZADOR,PULVERIZADOR   GMD420 CRAFTOP,,,GMD420,CRAFTOP,PRODUCTO,39,1,U. MIN,GENERAL,#155 082020080330,,635.475883,635.475883,11-08-2021,1006
1183,CRAFTOP TINGO MARIA CALLAO,CRAFTOP TINGO MARIA CALLAO,GENERICO,AGRICOLA,PULVERIZADOR,PULVERIZADOR   GMD420 CRAFTOP,,,GMD420,CRAFTOP,PRODUCTO,39,1,U. MIN,GENERAL,#15 082020090543,,635.475883,635.475883,11-08-2021,1006
1184,CRAFTOP TINGO MARIA CALLAO,CRAFTOP TINGO MARIA CALLAO,GENERICO,AGRICOLA,PULVERIZADOR,PULVERIZADOR   GMD420 CRAFTOP,,,GMD420,CRAFTOP,PRODUCTO,39,1,U. MIN,GENERAL,#56 082020090112,,635.475883,635.475883,11-08-2021,1006
1185,CRAFTOP TINGO MARIA CALLAO,CRAFTOP TINGO MARIA CALLAO,GENERICO,AGRICOLA,PULVERIZADOR,PULVERIZADOR   GMD420 CRAFTOP,,,GMD420,CRAFTOP,PRODUCTO,39,1,U. MIN,GENERAL,#10 082020090003,,635.475883,635.475883,11-08-2021,1006
1186,CRAFTOP TINGO MARIA CALLAO,CRAFTOP TINGO MARIA CALLAO,GENERICO,AGRICOLA,PULVERIZADOR,PULVERIZADOR   GMD420 CRAFTOP,,,GMD420,CRAFTOP,PRODUCTO,39,1,U. MIN,GENERAL,#53 082021020207,,635.475883,635.475883,12-04-2022,762
1187,CRAFTOP TINGO MARIA CALLAO,CRAFTOP TINGO MARIA CALLAO,GENERICO,AGRICOLA,PULVERIZADOR,PULVERIZADOR   GMD420 CRAFTOP,,,GMD420,CRAFTOP,PRODUCTO,39,1,U. MIN,GENERAL,#53 082020090005,,635.475883,635.475883,11-08-2021,1006
1188,CRAFTOP TINGO MARIA CALLAO,CRAFTOP TINGO MARIA CALLAO,GENERICO,AGRICOLA,PULVERIZADOR,PULVERIZADOR   GMD420 CRAFTOP,,,GMD420,CRAFTOP,PRODUCTO,39,1,U. MIN,GENERAL,#51 082021020065,,635.475883,635.475883,12-04-2022,762
1189,CRAFTOP TINGO MARIA CALLAO,CRAFTOP TINGO MARIA CALLAO,GENERICO,AGRICOLA,PULVERIZADOR,PULVERIZADOR   GMD420 CRAFTOP,,,GMD420,CRAFTOP,PRODUCTO,39,1,U. MIN,GENERAL,#49 082021010245,,635.475883,635.475883,12-04-2022,762
1190,CRAFTOP TINGO MARIA CALLAO,CRAFTOP TINGO MARIA CALLAO,GENERICO,AGRICOLA,PULVERIZADOR,PULVERIZADOR   GMD420 CRAFTOP,,,GMD420,CRAFTOP,PRODUCTO,39,1,U. MIN,GENERAL,#30 082020080183,,635.475883,635.475883,19-11-2021,906
1191,CRAFTOP TINGO MARIA CALLAO,CRAFTOP TINGO MARIA CALLAO,GENERICO,AGRICOLA,PULVERIZADOR,PULVERIZADOR   GMD420 CRAFTOP,,,GMD420,CRAFTOP,PRODUCTO,39,1,U. MIN,GENERAL,#42 082021020282,,635.475883,635.475883,12-04-2022,762
1192,CRAFTOP TINGO MARIA CALLAO,CRAFTOP TINGO MARIA CALLAO,GENERICO,AGRICOLA,PULVERIZADOR,PULVERIZADOR   GMD420 CRAFTOP,,,GMD420,CRAFTOP,PRODUCTO,39,1,U. MIN,GENERAL,#42 082020090548,,635.475883,635.475883,08-10-2021,948
1193,CRAFTOP TINGO MARIA CALLAO,CRAFTOP TINGO MARIA CALLAO,GENERICO,AGRICOLA,PULVERIZADOR,PULVERIZADOR   GMD420 CRAFTOP,,,GMD420,CRAFTOP,PRODUCTO,39,1,U. MIN,GENERAL,#11 082020090320,,635.475883,635.475883,16-04-2022,758
1194,CRAFTOP TINGO MARIA CALLAO,CRAFTOP TINGO MARIA CALLAO,GENERICO,AGRICOLA,PULVERIZADOR,PULVERIZADOR   GMD420 CRAFTOP,,,GMD420,CRAFTOP,PRODUCTO,39,1,U. MIN,GENERAL,#11 082020090416,,635.475883,635.475883,11-08-2021,1006
1195,CRAFTOP TINGO MARIA CALLAO,CRAFTOP TINGO MARIA CALLAO,GENERICO,AGRICOLA,PULVERIZADOR,PULVERIZADOR   GMD420 CRAFTOP,,,GMD420,CRAFTOP,PRODUCTO,39,1,U. MIN,GENERAL,#42 082020080281,,635.475883,635.475883,11-08-2021,1006
1196,CRAFTOP TINGO MARIA CALLAO,CRAFTOP TINGO MARIA CALLAO,GENERICO,AGRICOLA,PULVERIZADOR,PULVERIZADOR   GMD420 CRAFTOP,,,GMD420,CRAFTOP,PRODUCTO,39,1,U. MIN,GENERAL,#41 082021020021,,635.475883,635.475883,12-04-2022,762
1197,CRAFTOP TINGO MARIA CALLAO,CRAFTOP TINGO MARIA CALLAO,GENERICO,AGRICOLA,PULVERIZADOR,PULVERIZADOR   GMD420 CRAFTOP,,,GMD420,CRAFTOP,PRODUCTO,39,1,U. MIN,GENERAL,#83 082020090106,,635.475883,635.475883,11-08-2021,1006
1198,CRAFTOP TINGO MARIA CALLAO,CRAFTOP TINGO MARIA CALLAO,GENERICO,AGRICOLA,PULVERIZADOR,PULVERIZADOR   GMD420 CRAFTOP,,,GMD420,CRAFTOP,PRODUCTO,39,1,U. MIN,GENERAL,#4 082021020586,,635.475883,635.475883,30-09-2021,956
1199,CRAFTOP TINGO MARIA CALLAO,CRAFTOP TINGO MARIA CALLAO,GENERICO,AGRICOLA,PULVERIZADOR,PULVERIZADOR   GMD420 CRAFTOP,,,GMD420,CRAFTOP,PRODUCTO,39,1,U. MIN,GENERAL,#13 082021020124,,635.475883,635.475883,08-04-2022,766
1200,CRAFTOP TINGO MARIA CALLAO,CRAFTOP TINGO MARIA CALLAO,GENERICO,AGRICOLA,PULVERIZADOR,PULVERIZADOR   GMD420 CRAFTOP,,,GMD420,CRAFTOP,PRODUCTO,39,1,U. MIN,GENERAL,#37 082021020316,,635.475883,635.475883,12-04-2022,762
1201,CRAFTOP TINGO MARIA CALLAO,CRAFTOP TINGO MARIA CALLAO,GENERICO,AGRICOLA,PULVERIZADOR,PULVERIZADOR   GMD420 CRAFTOP,,,GMD420,CRAFTOP,PRODUCTO,39,1,U. MIN,GENERAL,#134 082020080028,,635.475883,635.475883,11-08-2021,1006
1202,CRAFTOP TINGO MARIA CALLAO,CRAFTOP TINGO MARIA CALLAO,GENERICO,AGRICOLA,PULVERIZADOR,PULVERIZADOR   GMD420 CRAFTOP,,,GMD420,CRAFTOP,PRODUCTO,39,1,U. MIN,GENERAL,#14 082020090194,,635.475883,635.475883,11-08-2021,1006
1203,CRAFTOP TINGO MARIA CALLAO,CRAFTOP TINGO MARIA CALLAO,GENERICO,AGRICOLA,PULVERIZADOR,PULVERIZADOR   GMD420 CRAFTOP,,,GMD420,CRAFTOP,PRODUCTO,39,1,U. MIN,GENERAL,#33 082021020413,,635.475883,635.475883,12-04-2022,762
1204,CRAFTOP TINGO MARIA CALLAO,CRAFTOP TINGO MARIA CALLAO,GENERICO,AGRICOLA,PULVERIZADOR,PULVERIZADOR   GMD420 CRAFTOP,,,GMD420,CRAFTOP,PRODUCTO,39,1,U. MIN,GENERAL,#31 082020080148,,635.475883,635.475883,11-08-2021,1006
1205,CRAFTOP TINGO MARIA CALLAO,CRAFTOP TINGO MARIA CALLAO,GENERICO,AGRICOLA,PULVERIZADOR,PULVERIZADOR   GMD420 CRAFTOP,,,GMD420,CRAFTOP,PRODUCTO,39,1,U. MIN,GENERAL,#24 082020080201,,635.475883,635.475883,19-11-2021,906
1206,CRAFTOP TINGO MARIA CALLAO,CRAFTOP TINGO MARIA CALLAO,GENERICO,AGRICOLA,PULVERIZADOR,PULVERIZADOR   GMD420 CRAFTOP,,,GMD420,CRAFTOP,PRODUCTO,39,1,U. MIN,GENERAL,#9 082021020119,,635.475883,635.475883,30-09-2021,956
1207,CRAFTOP TINGO MARIA CALLAO,CRAFTOP TINGO MARIA CALLAO,GENERICO,AGRICOLA,PULVERIZADOR,PULVERIZADOR   GMD420 CRAFTOP,,,GMD420,CRAFTOP,PRODUCTO,39,1,U. MIN,GENERAL,#8 082020080202,,635.475883,635.475883,19-11-2021,906
1208,CRAFTOP TINGO MARIA CALLAO,CRAFTOP TINGO MARIA CALLAO,GENERICO,AGRICOLA,PULVERIZADOR,PULVERIZADOR   GMD420 CRAFTOP,,,GMD420,CRAFTOP,PRODUCTO,39,1,U. MIN,GENERAL,#7 082021020120,,635.475883,635.475883,08-04-2022,766
1209,CRAFTOP TINGO MARIA CALLAO,CRAFTOP TINGO MARIA CALLAO,GENERICO,AGRICOLA,PULVERIZADOR,PULVERIZADOR   GMD420 CRAFTOP,,,GMD420,CRAFTOP,PRODUCTO,39,1,U. MIN,GENERAL,#7 082021020051,,635.475883,635.475883,12-04-2022,762
1210,CRAFTOP TINGO MARIA CALLAO,CRAFTOP TINGO MARIA CALLAO,GENERICO,AGRICOLA,PULVERIZADOR,PULVERIZADOR   GMD420 CRAFTOP,,,GMD420,CRAFTOP,PRODUCTO,39,1,U. MIN,GENERAL,#23 082021020007,,635.475883,635.475883,12-04-2022,762
1211,CRAFTOP TINGO MARIA CALLAO,CRAFTOP TINGO MARIA CALLAO,GENERICO,AGRICOLA,PULVERIZADOR,PULVERIZADOR   GMD420 CRAFTOP,,,GMD420,CRAFTOP,PRODUCTO,39,1,U. MIN,GENERAL,#67 082020090189,,635.475883,635.475883,19-11-2021,906
1212,CRAFTOP TINGO MARIA CALLAO,CRAFTOP TINGO MARIA CALLAO,GENERICO,AGRICOLA,PULVERIZADOR,PULVERIZADOR   GMD420 CRAFTOP,,,GMD420,CRAFTOP,PRODUCTO,39,1,U. MIN,GENERAL,#66 082020080333,,635.475883,635.475883,07-09-2021,979
1213,CRAFTOP TINGO MARIA CALLAO,CRAFTOP TINGO MARIA CALLAO,GENERICO,AGRICOLA,PULVERIZADOR,PULVERIZADOR   GMD420 CRAFTOP,,,GMD420,CRAFTOP,PRODUCTO,39,1,U. MIN,GENERAL,#21 082020090559,,635.475883,635.475883,18-01-2022,846
1214,CRAFTOP TINGO MARIA CALLAO,CRAFTOP TINGO MARIA CALLAO,GENERICO,AGRICOLA,PULVERIZADOR,PULVERIZADOR   GMD420 CRAFTOP,,,GMD420,CRAFTOP,PRODUCTO,39,1,U. MIN,GENERAL,#63 082021010221,,635.475883,635.475883,12-04-2022,762
1215,CRAFTOP TINGO MARIA CALLAO,CRAFTOP TINGO MARIA CALLAO,GENERICO,AGRICOLA,PULVERIZADOR,PULVERIZADOR   GS768 CRAFTOP,,,GS768,CRAFTOP,PRODUCTO,1,1,U. MIN,GENERAL,#99 082020100383,,365.774875,365.774875,10-02-2022,823
1216,CRAFTOP TINGO MARIA CALLAO,CRAFTOP TINGO MARIA CALLAO,GENERICO,AGRICOLA,SOPLADOR,SOPLADOR DE MOCHILA  GLB330 CRAFTOP,DE MOCHILA,,GLB330,CRAFTOP,PRODUCTO,1,1,U. MIN,,062021030083,,386.246,386.246,09-09-2023,247
1217,CRAFTOP TINGO MARIA CALLAO,CRAFTOP TINGO MARIA CALLAO,GENERICO,GENERICO,SERVICIO,SERVICIO SERVICIO VARIOS,SERVICIO VARIOS,,,,PRODUCTO,56,56,U. MIN,,,,1,56,,
1218,CRAFTOP TINGO MARIA CALLAO,CRAFTOP TINGO MARIA CALLAO,GENERICO,LUBRICANTES,ACEITE,ACEITE 2 TIEMPOS X 1L   CRAFTOP,2 TIEMPOS X 1L,,,CRAFTOP,PRODUCTO,10,10,U. MIN,,,,15.943908,159.43908,,
1219,CRAFTOP TINGO MARIA CALLAO,CRAFTOP TINGO MARIA CALLAO,GENERICO,LUBRICANTES,ACEITE,ACEITE 2T 100ML V8   GERMAN LUBRICANTS,2T 100ML V8,,,GERMAN LUBRICANTS,PRODUCTO,1431,1431,U. MIN,,,,1.996479,2856.961449,,
1220,CRAFTOP TINGO MARIA CALLAO,CRAFTOP TINGO MARIA CALLAO,GENERICO,MERCHANDISING,CAMISA,CAMISA MANGACORTA L   CRAFTOP,MANGACORTA L,,,CRAFTOP,PRODUCTO,45,45,U. MIN,,,,32.6402,1468.809,,
1221,CRAFTOP TINGO MARIA CALLAO,CRAFTOP TINGO MARIA CALLAO,GENERICO,MERCHANDISING,CAMISA,CAMISA MANGACORTA XL  CRAFTOP,MANGACORTA,XL,,CRAFTOP,PRODUCTO,28,28,U. MIN,,,,32.6402,913.9256,,
1222,CRAFTOP TINGO MARIA CALLAO,CRAFTOP TINGO MARIA CALLAO,GENERICO,MERCHANDISING,CUADERNO,CUADERNO    CRAFTOP,,,,CRAFTOP,PRODUCTO,100,100,U. MIN,,,,6.9259,692.59,,
1223,CRAFTOP TINGO MARIA CALLAO,CRAFTOP TINGO MARIA CALLAO,GENERICO,MERCHANDISING,GLOBO,GLOBO BLANCO   CRAFTOP,BLANCO,,,CRAFTOP,PRODUCTO,196,196,U. MIN,,,,0.748412,146.688752,,
1224,CRAFTOP TINGO MARIA CALLAO,CRAFTOP TINGO MARIA CALLAO,GENERICO,MERCHANDISING,GLOBO,GLOBO ROJO   CRAFTOP,ROJO,,,CRAFTOP,PRODUCTO,114,114,U. MIN,,,,1,114,,
1225,CRAFTOP TINGO MARIA CALLAO,CRAFTOP TINGO MARIA CALLAO,GENERICO,MERCHANDISING,GORRO,GORRO    CRAFTOP,,,,CRAFTOP,PRODUCTO,16,16,U. MIN,,,,2.321253,37.140048,,
1226,CRAFTOP TINGO MARIA CALLAO,CRAFTOP TINGO MARIA CALLAO,GENERICO,MERCHANDISING,MOCHILA,MOCHILA BLANCO   CRAFTOP,BLANCO,,,CRAFTOP,PRODUCTO,10,10,U. MIN,,,,18.92,189.2,,
1227,CRAFTOP TINGO MARIA CALLAO,CRAFTOP TINGO MARIA CALLAO,GENERICO,MERCHANDISING,MOCHILA,MOCHILA NEGRA   CRAFTOP,NEGRA,,,CRAFTOP,PRODUCTO,13,13,U. MIN,,,,18.88,245.44,,
1228,CRAFTOP TINGO MARIA CALLAO,CRAFTOP TINGO MARIA CALLAO,GENERICO,MERCHANDISING,MOCHILA,MOCHILA ROJO   CRAFTOP,ROJO,,,CRAFTOP,PRODUCTO,108,108,U. MIN,,,,2.802778,302.700024,,
1229,CRAFTOP TINGO MARIA CALLAO,CRAFTOP TINGO MARIA CALLAO,GENERICO,MERCHANDISING,POLO,POLO BLANCO MANGA CORTA L  CRAFTOP,BLANCO MANGA CORTA,L,,CRAFTOP,PRODUCTO,5,5,U. MIN,,,,8.9521,44.7605,,
1230,CRAFTOP TINGO MARIA CALLAO,CRAFTOP TINGO MARIA CALLAO,GENERICO,MERCHANDISING,POLO,POLO BLANCO MANGA CORTA XL  CRAFTOP,BLANCO MANGA CORTA,XL,,CRAFTOP,PRODUCTO,12,12,U. MIN,,,,8.9521,107.4252,,
1231,CRAFTOP TINGO MARIA CALLAO,CRAFTOP TINGO MARIA CALLAO,GENERICO,MERCHANDISING,USB,USB    CRAFTOP,,,,CRAFTOP,PRODUCTO,10,10,U. MIN,,,,22.6408,226.408,,
1232,CRAFTOP TINGO MARIA CALLAO,CRAFTOP TINGO MARIA CALLAO,GENERICO,MOBILIARIO,EXHIBIDOR,EXHIBIDOR DE DESBROZADORA   CRAFTOP,DE DESBROZADORA,,,CRAFTOP,PRODUCTO,2,2,U. MIN,,,,321.614584,643.229168,,
1233,CRAFTOP TINGO MARIA CALLAO,CRAFTOP TINGO MARIA CALLAO,GENERICO,REPUESTO,AMORTIGUADOR,AMORTIGUADOR   NTB430D/NTB520D CRAFTOP,,,NTB430D/NTB520D,CRAFTOP,PRODUCTO,3,3,U. MIN,,,,0.132,0.396,,
1234,CRAFTOP TINGO MARIA CALLAO,CRAFTOP TINGO MARIA CALLAO,GENERICO,REPUESTO,AMORTIGUADOR,AMORTIGUADOR CORTO  GMD420 CRAFTOP,,,GMD420,CRAFTOP,PRODUCTO,4,4,U. MIN,,,,3.36,13.44,,
1235,CRAFTOP TINGO MARIA CALLAO,CRAFTOP TINGO MARIA CALLAO,GENERICO,REPUESTO,ANILLO,ANILLO   NT6020 CRAFTOP,,,NT6020,CRAFTOP,PRODUCTO,10,10,U. MIN,,,,3.889115,38.89115,,
1236,CRAFTOP TINGO MARIA CALLAO,CRAFTOP TINGO MARIA CALLAO,GENERICO,REPUESTO,ANILLO,ANILLO   NTB430D CRAFTOP,,,NTB430D,CRAFTOP,PRODUCTO,8,8,U. MIN,,,,2.883171,23.065368,,
1237,CRAFTOP TINGO MARIA CALLAO,CRAFTOP TINGO MARIA CALLAO,GENERICO,REPUESTO,ANILLO,ANILLO   NTB520D CRAFTOP,,,NTB520D,CRAFTOP,PRODUCTO,17,17,U. MIN,,,,2.922693,49.685781,,
1238,CRAFTOP TINGO MARIA CALLAO,CRAFTOP TINGO MARIA CALLAO,GENERICO,REPUESTO,ANILLO,ANILLO DE PISTON  NT6260 CRAFTOP,DE PISTON,,NT6260,CRAFTOP,PRODUCTO,3,3,U. MIN,,,,2.515466,7.546398,,
1239,CRAFTOP TINGO MARIA CALLAO,CRAFTOP TINGO MARIA CALLAO,GENERICO,REPUESTO,ASPIRACION,ASPIRACION DE FILTRO  GS768 CRAFTOP,DE FILTRO,,GS768,CRAFTOP,PRODUCTO,1,1,U. MIN,,,,16.04,16.04,,
1240,CRAFTOP TINGO MARIA CALLAO,CRAFTOP TINGO MARIA CALLAO,GENERICO,REPUESTO,BARRENA-TALADRO,"BARRENA-TALADRO DE 10"" 250X8MM  NTA520E-10A CRAFTOP","DE 10"" 250X8MM",,NTA520E-10A,CRAFTOP,PRODUCTO,2,2,U. MIN,,,,132.324325,264.64865,,
1241,CRAFTOP TINGO MARIA CALLAO,CRAFTOP TINGO MARIA CALLAO,GENERICO,REPUESTO,BASE COMPLETA SOPORTE DE TIMON,BASE COMPLETA SOPORTE DE TIMON   NTB330D-NTB430D-NTB520D CRAFTOP,,,NTB330D-NTB430D-NTB520D,CRAFTOP,PRODUCTO,6,6,U. MIN,,,,16.169743,97.018458,,
1242,CRAFTOP TINGO MARIA CALLAO,CRAFTOP TINGO MARIA CALLAO,GENERICO,REPUESTO,BASE Y FILTRO DE AIRE,BASE Y FILTRO DE AIRE COMPLETO  GMD420 CRAFTOP,COMPLETO,,GMD420,CRAFTOP,PRODUCTO,3,3,U. MIN,,,,21.356,64.068,,
1243,CRAFTOP TINGO MARIA CALLAO,CRAFTOP TINGO MARIA CALLAO,GENERICO,REPUESTO,BASE Y FILTRO DE AIRE,BASE Y FILTRO DE AIRE COMPLETO  GS768 CRAFTOP,COMPLETO,,GS768,CRAFTOP,PRODUCTO,5,5,U. MIN,,,,2.131125,10.655625,,
1244,CRAFTOP TINGO MARIA CALLAO,CRAFTOP TINGO MARIA CALLAO,GENERICO,REPUESTO,BASE Y FILTRO DE AIRE,BASE Y FILTRO DE AIRE COMPLETO  NTB430D-NTB520D-NTBG520D-NTMU430D4IN1-NTA520E10A CRAFTOP,COMPLETO,,NTB430D-NTB520D-NTBG520D-NTMU430D4IN1-NTA520E10A,CRAFTOP,PRODUCTO,3,3,U. MIN,,,,0.872308,2.616924,,
1245,CRAFTOP TINGO MARIA CALLAO,CRAFTOP TINGO MARIA CALLAO,GENERICO,REPUESTO,BOBINA,BOBINA   GMD420 CRAFTOP,,,GMD420,CRAFTOP,PRODUCTO,1,1,U. MIN,,,,10.7295,10.7295,,
1246,CRAFTOP TINGO MARIA CALLAO,CRAFTOP TINGO MARIA CALLAO,GENERICO,REPUESTO,BOBINA,BOBINA   GS768 CRAFTOP,,,GS768,CRAFTOP,PRODUCTO,4,4,U. MIN,,,,16.412683,65.650732,,
1247,CRAFTOP TINGO MARIA CALLAO,CRAFTOP TINGO MARIA CALLAO,GENERICO,REPUESTO,BOBINA,BOBINA   NT4560-NT5260- NT5860-NT6020 CRAFTOP,,,NT4560-NT5260- NT5860-NT6020,CRAFTOP,PRODUCTO,3,3,U. MIN,,,,15.02076,45.06228,,
1248,CRAFTOP TINGO MARIA CALLAO,CRAFTOP TINGO MARIA CALLAO,GENERICO,REPUESTO,BOBINA,BOBINA   NTB330D CRAFTOP,,,NTB330D,CRAFTOP,PRODUCTO,2,2,U. MIN,,,,17.934957,35.869914,,
1249,CRAFTOP TINGO MARIA CALLAO,CRAFTOP TINGO MARIA CALLAO,GENERICO,REPUESTO,BOBINA,BOBINA   NTB430D/NTB520D CRAFTOP,,,NTB430D/NTB520D,CRAFTOP,PRODUCTO,1,1,U. MIN,,,,17.256982,17.256982,,
1250,CRAFTOP TINGO MARIA CALLAO,CRAFTOP TINGO MARIA CALLAO,GENERICO,REPUESTO,BOMBA DE,BOMBA DE ACEITE  NT4560-NT5260- NT5860-NT6020 CRAFTOP,ACEITE,,NT4560-NT5260- NT5860-NT6020,CRAFTOP,PRODUCTO,2,2,U. MIN,,,,9.724194,19.448388,,
1251,CRAFTOP TINGO MARIA CALLAO,CRAFTOP TINGO MARIA CALLAO,GENERICO,REPUESTO,BOMBA DE,BOMBA DE ACEITE  NT6260 CRAFTOP,ACEITE,,NT6260,CRAFTOP,PRODUCTO,5,5,U. MIN,,,,22.510215,112.551075,,
1252,CRAFTOP TINGO MARIA CALLAO,CRAFTOP TINGO MARIA CALLAO,GENERICO,REPUESTO,BOMBA DE PRESION,BOMBA DE PRESION   GS768 CRAFTOP,,,GS768,CRAFTOP,PRODUCTO,2,2,U. MIN,,,,116.91,233.82,,
1253,CRAFTOP TINGO MARIA CALLAO,CRAFTOP TINGO MARIA CALLAO,GENERICO,REPUESTO,BOQUILLA,BOQUILLA PLASTICA 2 SALIDAS  HS20L CRAFTOP,PLASTICA 2 SALIDAS,,HS20L,CRAFTOP,PRODUCTO,4,4,U. MIN,,,,1.072086,4.288344,,
1254,CRAFTOP TINGO MARIA CALLAO,CRAFTOP TINGO MARIA CALLAO,GENERICO,REPUESTO,BUJIA,BUJIA    BOSH,,,,BOSH,PRODUCTO,16,16,U. MIN,,,,3.507,56.112,,
1255,CRAFTOP TINGO MARIA CALLAO,CRAFTOP TINGO MARIA CALLAO,GENERICO,REPUESTO,BUJIA,BUJIA BPM7A   NGK,BPM7A,,,NGK,PRODUCTO,1,1,U. MIN,,,,5.456433,5.456433,,
1256,CRAFTOP TINGO MARIA CALLAO,CRAFTOP TINGO MARIA CALLAO,GENERICO,REPUESTO,BUJIA,BUJIA L7T   LD,L7T,,,LD,PRODUCTO,24,24,U. MIN,,,,2.5,60,,
1257,CRAFTOP TINGO MARIA CALLAO,CRAFTOP TINGO MARIA CALLAO,GENERICO,REPUESTO,CABLE DE ACELERADOR,CABLE DE ACELERADOR   NTB330D-NTB430D-NTB520D-NTBG520D CRAFTOP,,,NTB330D-NTB430D-NTB520D-NTBG520D,CRAFTOP,PRODUCTO,6,6,U. MIN,,,,4.384478,26.306868,,
1258,CRAFTOP TINGO MARIA CALLAO,CRAFTOP TINGO MARIA CALLAO,GENERICO,REPUESTO,CABLE DE ACELERADOR,CABLE DE ACELERADOR   NTBG520D CRAFTOP,,,NTBG520D,CRAFTOP,PRODUCTO,2,2,U. MIN,,,,4.384478,8.768956,,
